file,date,side,entry,exit,outcome,pnl,balance,stop_flag
BANKNIFTY_20250901_190646.csv,2025-09-01,CE,510.35,816.5600000000001,WIN,12000.0,1012000.0,
BANKNIFTY_20250901_190746.csv,2025-09-01,CE,610.35,910.35,HOLD,9948.390267879086,1021948.3902678791,STOPPED by Daily Profit Target
