Symbol,Expiry,Strike,CE_LTP,PE_LTP,CE_OI,PE_OI
BANKNIFTY,30-Sep-2025,48800,0.0,17.4,0.0,66.0
BANKNIFTY,28-Oct-2025,48800,0.0,0.0,0.0,0.0
BANKNIFTY,25-Nov-2025,48800,0.0,0.0,0.0,0.0
BANKNIFTY,30-Sep-2025,48900,0.0,17.3,0.0,48.0
BANKNIFTY,28-Oct-2025,48900,0.0,0.0,0.0,0.0
BANKNIFTY,25-Nov-2025,48900,0.0,0.0,0.0,0.0
BANKNIFTY,30-Sep-2025,49000,5344.8,19.0,601.0,4005.0
BANKNIFTY,28-Oct-2025,49000,0.0,61.05,0.0,265.0
BANKNIFTY,25-Nov-2025,49000,0.0,0.0,0.0,0.0
BANKNIFTY,30-Sep-2025,49100,0.0,19.0,0.0,48.0
BANKNIFTY,28-Oct-2025,49100,0.0,0.0,0.0,0.0
BANKNIFTY,30-Sep-2025,49200,0.0,20.5,0.0,53.0
BANKNIFTY,28-Oct-2025,49200,0.0,0.0,0.0,0.0
BANKNIFTY,30-Sep-2025,49300,0.0,21.4,0.0,142.0
BANKNIFTY,28-Oct-2025,49300,0.0,0.0,0.0,0.0
BANKNIFTY,30-Sep-2025,49400,0.0,21.6,0.0,44.0
BANKNIFTY,28-Oct-2025,49400,0.0,0.0,0.0,0.0
BANKNIFTY,25-Nov-2025,49400,0.0,0.0,0.0,0.0
BANKNIFTY,30-Sep-2025,49500,4804.45,22.6,34.0,3663.285714285714
BANKNIFTY,28-Oct-2025,49500,0.0,0.0,0.0,0.0
BANKNIFTY,25-Nov-2025,49500,0.0,0.0,0.0,0.0
BANKNIFTY,30-Sep-2025,49600,0.0,23.8,0.0,156.0
BANKNIFTY,28-Oct-2025,49600,0.0,0.0,0.0,0.0
BANKNIFTY,25-Nov-2025,49600,0.0,0.0,0.0,0.0
BANKNIFTY,30-Sep-2025,49700,0.0,24.7,0.0,200.0
BANKNIFTY,28-Oct-2025,49700,0.0,0.0,0.0,0.0
BANKNIFTY,25-Nov-2025,49700,0.0,0.0,0.0,0.0
BANKNIFTY,30-Sep-2025,49800,0.0,26.0,0.0,156.0
BANKNIFTY,28-Oct-2025,49800,0.0,0.0,0.0,0.0
BANKNIFTY,25-Nov-2025,49800,0.0,0.0,0.0,0.0
BANKNIFTY,30-Sep-2025,49900,0.0,26.3,0.0,194.0
BANKNIFTY,28-Oct-2025,49900,0.0,0.0,0.0,0.0
BANKNIFTY,25-Nov-2025,49900,0.0,0.0,0.0,0.0
BANKNIFTY,30-Sep-2025,50000,4370.0,27.0,3188.0,12477.0
BANKNIFTY,28-Oct-2025,50000,4625.0,85.7,217.0,742.0
BANKNIFTY,25-Nov-2025,50000,0.0,149.35,46.0,63.0
BANKNIFTY,30-Sep-2025,50100,0.0,29.95,0.0,292.0
BANKNIFTY,28-Oct-2025,50100,0.0,0.0,0.0,0.0
BANKNIFTY,25-Nov-2025,50100,0.0,0.0,0.0,0.0
BANKNIFTY,30-Sep-2025,50200,0.0,31.75,1.0,419.0
BANKNIFTY,28-Oct-2025,50200,0.0,0.0,0.0,0.0
BANKNIFTY,25-Nov-2025,50200,0.0,0.0,0.0,0.0
BANKNIFTY,30-Sep-2025,50300,0.0,33.0,0.0,346.0
BANKNIFTY,28-Oct-2025,50300,0.0,0.0,0.0,0.0
BANKNIFTY,25-Nov-2025,50300,0.0,0.0,0.0,0.0
BANKNIFTY,30-Sep-2025,50400,0.0,35.8,0.0,300.0
BANKNIFTY,28-Oct-2025,50400,0.0,0.0,0.0,0.0
BANKNIFTY,25-Nov-2025,50400,0.0,0.0,0.0,0.0
BANKNIFTY,30-Sep-2025,50500,0.0,36.0,136.0,7106.0
BANKNIFTY,28-Oct-2025,50500,0.0,0.0,5.0,2.0
BANKNIFTY,25-Nov-2025,50500,0.0,0.0,0.0,0.0
BANKNIFTY,30-Sep-2025,50600,0.0,39.0,0.0,287.0
BANKNIFTY,28-Oct-2025,50600,0.0,0.0,0.0,0.0
BANKNIFTY,25-Nov-2025,50600,0.0,0.0,0.0,0.0
BANKNIFTY,30-Sep-2025,50700,0.0,40.8,0.0,765.0
BANKNIFTY,28-Oct-2025,50700,0.0,0.0,0.0,0.0
BANKNIFTY,25-Nov-2025,50700,0.0,0.0,0.0,0.0
BANKNIFTY,30-Sep-2025,50800,0.0,44.65,0.0,214.0
BANKNIFTY,28-Oct-2025,50800,0.0,0.0,0.0,0.0
BANKNIFTY,25-Nov-2025,50800,0.0,0.0,0.0,0.0
BANKNIFTY,30-Sep-2025,50900,0.0,47.0,0.0,717.0
BANKNIFTY,28-Oct-2025,50900,0.0,0.0,0.0,0.0
BANKNIFTY,25-Nov-2025,50900,0.0,480.95,0.0,0.0
BANKNIFTY,30-Sep-2025,51000,3409.1,49.5,1048.5714285714287,15667.857142857143
BANKNIFTY,28-Oct-2025,51000,0.0,124.7,9.0,755.0
BANKNIFTY,25-Nov-2025,51000,0.0,0.0,0.0,0.0
BANKNIFTY,30-Dec-2025,51000,0.0,266.0,79.14285714285714,930.5714285714286
BANKNIFTY,30-Sep-2025,51100,0.0,53.5,2.0,408.0
BANKNIFTY,28-Oct-2025,51100,0.0,0.0,0.0,0.0
BANKNIFTY,25-Nov-2025,51100,0.0,0.0,0.0,0.0
BANKNIFTY,30-Sep-2025,51200,0.0,0.0,7.0,0.0
BANKNIFTY,28-Oct-2025,51200,0.0,0.0,0.0,0.0
BANKNIFTY,25-Nov-2025,51200,0.0,0.0,0.0,0.0
BANKNIFTY,30-Sep-2025,51300,0.0,64.3,0.0,541.0
BANKNIFTY,28-Oct-2025,51300,0.0,0.0,0.0,0.0
BANKNIFTY,25-Nov-2025,51300,0.0,0.0,0.0,0.0
BANKNIFTY,30-Sep-2025,51400,0.0,66.5,0.0,759.0
BANKNIFTY,28-Oct-2025,51400,0.0,0.0,0.0,0.0
BANKNIFTY,25-Nov-2025,51400,0.0,0.0,0.0,0.0
BANKNIFTY,30-Sep-2025,51500,2945.0,71.2,53.0,7734.0
BANKNIFTY,28-Oct-2025,51500,3203.7,0.0,9.0,0.0
BANKNIFTY,25-Nov-2025,51500,0.0,0.0,0.0,0.0
BANKNIFTY,30-Sep-2025,51600,0.0,75.65,4.0,362.0
BANKNIFTY,28-Oct-2025,51600,0.0,0.0,0.0,0.0
BANKNIFTY,25-Nov-2025,51600,0.0,0.0,0.0,0.0
BANKNIFTY,30-Sep-2025,51700,0.0,80.85,0.0,1396.0
BANKNIFTY,28-Oct-2025,51700,0.0,0.0,0.0,0.0
BANKNIFTY,25-Nov-2025,51700,0.0,0.0,0.0,0.0
BANKNIFTY,30-Sep-2025,51800,0.0,86.8,24.0,676.0
BANKNIFTY,28-Oct-2025,51800,0.0,0.0,0.0,0.0
BANKNIFTY,25-Nov-2025,51800,0.0,0.0,0.0,0.0
BANKNIFTY,30-Sep-2025,51900,0.0,97.65,0.0,611.0
BANKNIFTY,28-Oct-2025,51900,0.0,0.0,0.0,0.0
BANKNIFTY,25-Nov-2025,51900,0.0,0.0,0.0,0.0
BANKNIFTY,30-Sep-2025,52000,2475.45,102.75,2548.0,17513.0
BANKNIFTY,28-Oct-2025,52000,2835.0,219.3,35.0,1056.0
BANKNIFTY,25-Nov-2025,52000,0.0,0.0,0.0,0.0
BANKNIFTY,30-Sep-2025,52100,0.0,113.3,7.0,914.0
BANKNIFTY,28-Oct-2025,52100,0.0,0.0,0.0,0.0
BANKNIFTY,25-Nov-2025,52100,0.0,0.0,0.0,0.0
BANKNIFTY,30-Sep-2025,52200,2218.35,122.0,9.0,574.0
BANKNIFTY,28-Oct-2025,52200,0.0,0.0,0.0,0.0
BANKNIFTY,25-Nov-2025,52200,0.0,0.0,0.0,0.0
BANKNIFTY,30-Sep-2025,52300,0.0,131.0,16.0,1521.0
BANKNIFTY,28-Oct-2025,52300,0.0,0.0,0.0,0.0
BANKNIFTY,25-Nov-2025,52300,0.0,0.0,0.0,0.0
BANKNIFTY,30-Sep-2025,52400,0.0,145.0,8.0,1407.0
BANKNIFTY,28-Oct-2025,52400,0.0,0.0,0.0,0.0
BANKNIFTY,25-Nov-2025,52400,0.0,0.0,0.0,0.0
BANKNIFTY,30-Sep-2025,52500,2016.95,154.25,504.14285714285717,17054.0
BANKNIFTY,28-Oct-2025,52500,2462.05,293.35,9.0,572.0
BANKNIFTY,25-Nov-2025,52500,0.0,0.0,0.0,0.0
BANKNIFTY,30-Dec-2025,52500,0.0,462.05,0.0,1401.2857142857142
BANKNIFTY,30-Sep-2025,52600,0.0,166.5,33.0,1561.0
BANKNIFTY,28-Oct-2025,52600,0.0,0.0,0.0,0.0
BANKNIFTY,25-Nov-2025,52600,0.0,0.0,0.0,0.0
BANKNIFTY,30-Sep-2025,52700,1810.0,180.85,19.0,755.0
BANKNIFTY,28-Oct-2025,52700,0.0,0.0,2.0,0.0
BANKNIFTY,25-Nov-2025,52700,0.0,0.0,0.0,0.0
BANKNIFTY,30-Sep-2025,52800,1755.15,197.2,9.0,2452.0
BANKNIFTY,28-Oct-2025,52800,0.0,354.4,0.0,19.0
BANKNIFTY,25-Nov-2025,52800,0.0,0.0,0.0,0.0
BANKNIFTY,30-Sep-2025,52900,1605.9,212.95,15.0,798.0
BANKNIFTY,28-Oct-2025,52900,0.0,0.0,1.0,0.0
BANKNIFTY,25-Nov-2025,52900,0.0,0.0,0.0,0.0
BANKNIFTY,30-Sep-2025,53000,1604.0,231.1,2643.0,22917.0
BANKNIFTY,28-Oct-2025,53000,2038.8,386.75,273.0,2558.0
BANKNIFTY,25-Nov-2025,53000,2300.0,0.0,10.0,0.0
BANKNIFTY,30-Sep-2025,53100,1530.0,250.2,41.0,948.0
BANKNIFTY,28-Oct-2025,53100,1942.0,0.0,0.0,0.0
BANKNIFTY,25-Nov-2025,53100,0.0,0.0,0.0,0.0
BANKNIFTY,30-Sep-2025,53200,1445.0,271.0,60.0,1772.0
BANKNIFTY,28-Oct-2025,53200,0.0,440.75,0.0,9.0
BANKNIFTY,25-Nov-2025,53200,0.0,0.0,0.0,0.0
BANKNIFTY,30-Sep-2025,53300,1374.45,293.05,150.0,1233.0
BANKNIFTY,28-Oct-2025,53300,0.0,0.0,0.0,0.0
BANKNIFTY,25-Nov-2025,53300,0.0,0.0,0.0,0.0
BANKNIFTY,30-Sep-2025,53400,1295.0,315.9,225.0,1524.0
BANKNIFTY,28-Oct-2025,53400,0.0,0.0,0.0,0.0
BANKNIFTY,25-Nov-2025,53400,0.0,0.0,0.0,0.0
BANKNIFTY,30-Sep-2025,53500,1220.0,345.3,2820.0,16150.0
BANKNIFTY,28-Oct-2025,53500,1673.2,517.0,62.0,854.0
BANKNIFTY,25-Nov-2025,53500,0.0,0.0,11.0,0.0
BANKNIFTY,30-Sep-2025,53600,1142.4,371.8,776.0,2270.0
BANKNIFTY,28-Oct-2025,53600,1600.0,0.0,6.0,0.0
BANKNIFTY,25-Nov-2025,53600,0.0,0.0,0.0,0.0
BANKNIFTY,30-Sep-2025,53700,1082.6,403.0,945.0,2662.0
BANKNIFTY,28-Oct-2025,53700,0.0,589.6,0.0,32.0
BANKNIFTY,25-Nov-2025,53700,0.0,0.0,0.0,0.0
BANKNIFTY,30-Sep-2025,53800,1008.65,431.6,2286.0,5504.0
BANKNIFTY,28-Oct-2025,53800,1456.0,608.4,20.0,131.0
BANKNIFTY,25-Nov-2025,53800,0.0,0.0,0.0,0.0
BANKNIFTY,30-Sep-2025,53900,950.8,468.3,2977.0,4245.0
BANKNIFTY,28-Oct-2025,53900,1395.0,646.55,40.0,98.0
BANKNIFTY,25-Nov-2025,53900,0.0,0.0,0.0,0.0
BANKNIFTY,30-Sep-2025,54000,880.15,504.95,25935.428571428572,35998.0
BANKNIFTY,28-Oct-2025,54000,1334.4,672.0,1155.0,2328.0
BANKNIFTY,25-Nov-2025,54000,1751.6,765.0,473.0,59.0
BANKNIFTY,30-Dec-2025,54000,2250.0,833.0,1405.0,4354.0
BANKNIFTY,31-Mar-2026,54000,0.0,0.0,0.0,0.0
BANKNIFTY,30-Sep-2025,54100,822.3,545.2,3272.0,2416.0
BANKNIFTY,28-Oct-2025,54100,1270.0,0.0,42.0,0.0
BANKNIFTY,25-Nov-2025,54100,0.0,0.0,0.0,0.0
BANKNIFTY,30-Sep-2025,54200,768.0,583.25,5239.0,2952.0
BANKNIFTY,28-Oct-2025,54200,1200.0,0.0,41.0,0.0
BANKNIFTY,25-Nov-2025,54200,0.0,0.0,2.0,0.0
BANKNIFTY,30-Sep-2025,54300,715.0,624.05,3473.0,4117.0
BANKNIFTY,28-Oct-2025,54300,1138.45,786.85,39.0,46.0
BANKNIFTY,25-Nov-2025,54300,0.0,0.0,0.0,0.0
BANKNIFTY,30-Sep-2025,54400,656.2,670.0,2586.0,2545.0
BANKNIFTY,28-Oct-2025,54400,1081.0,868.25,25.0,50.0
BANKNIFTY,25-Nov-2025,54400,0.0,0.0,0.0,0.0
BANKNIFTY,30-Sep-2025,54500,608.0,722.15,17525.0,17103.0
BANKNIFTY,28-Oct-2025,54500,1038.2,877.8,568.0,635.0
BANKNIFTY,25-Nov-2025,54500,1408.5,1125.0,24.0,0.0
BANKNIFTY,30-Sep-2025,54600,560.5,775.0,3224.0,1340.0
BANKNIFTY,28-Oct-2025,54600,990.4,921.0,73.0,44.0
BANKNIFTY,25-Nov-2025,54600,0.0,0.0,0.0,0.0
BANKNIFTY,30-Sep-2025,54700,510.35,831.45,3058.0,1232.0
BANKNIFTY,28-Oct-2025,54700,937.3,967.0,43.0,28.0
BANKNIFTY,25-Nov-2025,54700,0.0,0.0,0.0,0.0
BANKNIFTY,30-Sep-2025,54800,470.0,883.0,2959.0,1178.0
BANKNIFTY,28-Oct-2025,54800,853.35,1014.25,36.0,21.0
BANKNIFTY,25-Nov-2025,54800,0.0,0.0,0.0,0.0
BANKNIFTY,30-Sep-2025,54900,428.75,945.85,3152.0,3067.0
BANKNIFTY,28-Oct-2025,54900,840.0,1103.0,14.0,15.0
BANKNIFTY,25-Nov-2025,54900,0.0,0.0,0.0,0.0
BANKNIFTY,30-Sep-2025,55000,392.4,1004.0,32590.0,20775.0
BANKNIFTY,28-Oct-2025,55000,783.2,1115.0,2039.0,1962.0
BANKNIFTY,25-Nov-2025,55000,1180.0,0.0,302.0,0.0
BANKNIFTY,30-Sep-2025,55100,355.75,1050.35,2592.0,806.0
BANKNIFTY,28-Oct-2025,55100,725.8,1198.15,50.0,35.0
BANKNIFTY,25-Nov-2025,55100,0.0,0.0,0.0,0.0
BANKNIFTY,30-Sep-2025,55200,320.7,1136.75,3567.0,1014.0
BANKNIFTY,28-Oct-2025,55200,698.0,0.0,43.0,24.0
BANKNIFTY,25-Nov-2025,55200,0.0,0.0,0.0,0.0
BANKNIFTY,30-Sep-2025,55300,290.65,1209.9,3434.0,983.0
BANKNIFTY,28-Oct-2025,55300,626.0,0.0,7.0,31.0
BANKNIFTY,25-Nov-2025,55300,0.0,0.0,0.0,0.0
BANKNIFTY,30-Sep-2025,55400,264.9,1280.0,2581.0,366.0
BANKNIFTY,28-Oct-2025,55400,622.05,0.0,34.0,5.0
BANKNIFTY,25-Nov-2025,55400,0.0,0.0,0.0,0.0
BANKNIFTY,30-Sep-2025,55500,237.9,1342.05,22424.0,8871.42857142857
BANKNIFTY,28-Oct-2025,55500,574.4,1391.9,682.0,372.0
BANKNIFTY,25-Nov-2025,55500,0.0,0.0,0.0,0.0
BANKNIFTY,30-Dec-2025,55500,0.0,1420.0,1.0,1265.7142857142858
BANKNIFTY,30-Sep-2025,55600,214.7,1429.3,2626.0,597.0
BANKNIFTY,28-Oct-2025,55600,540.0,0.0,68.0,7.0
BANKNIFTY,25-Nov-2025,55600,0.0,0.0,0.0,0.0
BANKNIFTY,30-Sep-2025,55700,191.15,1500.0,2463.0,504.0
BANKNIFTY,28-Oct-2025,55700,0.0,0.0,0.0,0.0
BANKNIFTY,25-Nov-2025,55700,0.0,0.0,0.0,0.0
BANKNIFTY,30-Sep-2025,55800,172.0,1585.25,3516.0,614.0
BANKNIFTY,28-Oct-2025,55800,470.0,0.0,101.0,3.0
BANKNIFTY,25-Nov-2025,55800,0.0,0.0,0.0,0.0
BANKNIFTY,30-Sep-2025,55900,155.55,1660.2,2199.0,358.0
BANKNIFTY,28-Oct-2025,55900,0.0,0.0,0.0,2.0
BANKNIFTY,25-Nov-2025,55900,0.0,0.0,0.0,0.0
BANKNIFTY,30-Sep-2025,56000,137.2,1740.5,35458.0,11961.0
BANKNIFTY,28-Oct-2025,56000,411.2,1747.25,1563.0,463.0
BANKNIFTY,25-Nov-2025,56000,0.0,0.0,0.0,0.0
BANKNIFTY,30-Sep-2025,56100,123.2,1855.0,1869.0,338.0
BANKNIFTY,28-Oct-2025,56100,0.0,0.0,0.0,0.0
BANKNIFTY,25-Nov-2025,56100,0.0,0.0,0.0,0.0
BANKNIFTY,30-Sep-2025,56200,108.05,1919.0,2411.0,282.0
BANKNIFTY,28-Oct-2025,56200,0.0,0.0,0.0,2.0
BANKNIFTY,25-Nov-2025,56200,0.0,0.0,0.0,0.0
BANKNIFTY,30-Sep-2025,56300,99.4,2008.25,2025.0,310.0
BANKNIFTY,28-Oct-2025,56300,0.0,2017.55,0.0,4.0
BANKNIFTY,25-Nov-2025,56300,0.0,0.0,0.0,0.0
BANKNIFTY,30-Sep-2025,56400,88.7,2109.45,1891.0,148.0
BANKNIFTY,28-Oct-2025,56400,0.0,0.0,0.0,0.0
BANKNIFTY,25-Nov-2025,56400,0.0,0.0,0.0,0.0
BANKNIFTY,30-Sep-2025,56500,79.5,2180.0,17121.0,3389.0
BANKNIFTY,28-Oct-2025,56500,268.3,2109.8,1238.0,36.0
BANKNIFTY,25-Nov-2025,56500,0.0,0.0,0.0,0.0
BANKNIFTY,30-Sep-2025,56600,71.0,2275.45,1900.0,216.0
BANKNIFTY,28-Oct-2025,56600,0.0,0.0,0.0,0.0
BANKNIFTY,25-Nov-2025,56600,0.0,0.0,0.0,0.0
BANKNIFTY,30-Sep-2025,56700,62.95,0.0,1514.0,198.0
BANKNIFTY,28-Oct-2025,56700,0.0,0.0,0.0,0.0
BANKNIFTY,25-Nov-2025,56700,0.0,0.0,0.0,0.0
BANKNIFTY,30-Sep-2025,56800,57.4,2528.7,1779.0,173.0
BANKNIFTY,28-Oct-2025,56800,0.0,0.0,0.0,0.0
BANKNIFTY,25-Nov-2025,56800,0.0,0.0,0.0,0.0
BANKNIFTY,30-Sep-2025,56900,50.8,0.0,1261.0,93.0
BANKNIFTY,28-Oct-2025,56900,0.0,0.0,0.0,0.0
BANKNIFTY,25-Nov-2025,56900,0.0,0.0,0.0,0.0
BANKNIFTY,30-Sep-2025,57000,45.2,2636.8,51099.57142857143,29711.85714285714
BANKNIFTY,28-Oct-2025,57000,187.35,2492.85,372.0,106.0
BANKNIFTY,25-Nov-2025,57000,0.0,0.0,0.0,0.0
BANKNIFTY,30-Dec-2025,57000,779.9,2263.6,2479.0,4829.0
BANKNIFTY,30-Sep-2025,57100,42.8,0.0,2090.0,77.0
BANKNIFTY,28-Oct-2025,57100,0.0,0.0,0.0,0.0
BANKNIFTY,25-Nov-2025,57100,0.0,0.0,0.0,0.0
BANKNIFTY,30-Sep-2025,57200,39.45,0.0,1804.0,281.0
BANKNIFTY,28-Oct-2025,57200,0.0,0.0,0.0,0.0
BANKNIFTY,25-Nov-2025,57200,0.0,0.0,0.0,0.0
BANKNIFTY,30-Sep-2025,57300,35.4,3100.0,1314.0,65.0
BANKNIFTY,28-Oct-2025,57300,0.0,0.0,0.0,0.0
BANKNIFTY,25-Nov-2025,57300,0.0,0.0,0.0,0.0
BANKNIFTY,30-Sep-2025,57400,31.15,0.0,914.0,17.0
BANKNIFTY,28-Oct-2025,57400,0.0,0.0,0.0,0.0
BANKNIFTY,25-Nov-2025,57400,0.0,0.0,0.0,0.0
BANKNIFTY,30-Sep-2025,57500,27.5,3200.0,20334.0,1512.0
BANKNIFTY,28-Oct-2025,57500,0.0,3113.2,0.0,22.0
BANKNIFTY,25-Nov-2025,57500,0.0,0.0,0.0,0.0
BANKNIFTY,30-Sep-2025,57600,27.0,0.0,1916.0,5.0
BANKNIFTY,28-Oct-2025,57600,0.0,0.0,0.0,0.0
BANKNIFTY,25-Nov-2025,57600,0.0,0.0,0.0,0.0
BANKNIFTY,30-Sep-2025,57700,24.2,3437.75,849.0,10.0
BANKNIFTY,28-Oct-2025,57700,0.0,0.0,0.0,0.0
BANKNIFTY,25-Nov-2025,57700,0.0,0.0,0.0,0.0
BANKNIFTY,30-Sep-2025,57800,20.95,0.0,180.0,25.0
BANKNIFTY,28-Oct-2025,57800,0.0,0.0,1.0,0.0
BANKNIFTY,25-Nov-2025,57800,0.0,0.0,0.0,0.0
BANKNIFTY,30-Sep-2025,57900,21.75,0.0,237.0,21.0
BANKNIFTY,28-Oct-2025,57900,0.0,0.0,0.0,0.0
BANKNIFTY,25-Nov-2025,57900,0.0,0.0,0.0,0.0
BANKNIFTY,30-Sep-2025,58000,20.0,3605.45,20107.0,3821.0
BANKNIFTY,28-Oct-2025,58000,86.3,3425.0,2305.0,0.0
BANKNIFTY,25-Nov-2025,58000,0.0,0.0,0.0,0.0
BANKNIFTY,30-Sep-2025,58100,0.0,0.0,0.0,2.0
BANKNIFTY,28-Oct-2025,58100,0.0,0.0,0.0,0.0
BANKNIFTY,25-Nov-2025,58100,0.0,0.0,0.0,0.0
BANKNIFTY,30-Sep-2025,58200,16.35,0.0,723.0,17.0
BANKNIFTY,28-Oct-2025,58200,0.0,0.0,1.0,0.0
BANKNIFTY,25-Nov-2025,58200,0.0,0.0,0.0,0.0
BANKNIFTY,30-Sep-2025,58300,0.0,0.0,0.0,4.0
BANKNIFTY,28-Oct-2025,58300,0.0,0.0,0.0,0.0
BANKNIFTY,25-Nov-2025,58300,0.0,0.0,0.0,0.0
BANKNIFTY,30-Sep-2025,58400,15.3,0.0,87.0,0.0
BANKNIFTY,28-Oct-2025,58400,0.0,0.0,0.0,0.0
BANKNIFTY,25-Nov-2025,58400,0.0,0.0,0.0,0.0
BANKNIFTY,30-Sep-2025,58500,14.25,4148.05,9292.0,238.0
BANKNIFTY,28-Oct-2025,58500,0.0,0.0,0.0,0.0
BANKNIFTY,25-Nov-2025,58500,0.0,0.0,0.0,0.0
BANKNIFTY,30-Dec-2025,58500,381.35,3542.55,912.0,284.0
BANKNIFTY,30-Sep-2025,58600,0.0,0.0,0.0,1.0
BANKNIFTY,28-Oct-2025,58600,0.0,0.0,0.0,0.0
BANKNIFTY,25-Nov-2025,58600,0.0,0.0,0.0,0.0
BANKNIFTY,30-Sep-2025,58700,0.0,0.0,0.0,28.0
BANKNIFTY,28-Oct-2025,58700,0.0,0.0,0.0,0.0
BANKNIFTY,25-Nov-2025,58700,0.0,0.0,0.0,0.0
BANKNIFTY,30-Sep-2025,58800,0.0,0.0,0.0,2.0
BANKNIFTY,28-Oct-2025,58800,0.0,0.0,0.0,0.0
BANKNIFTY,25-Nov-2025,58800,0.0,0.0,0.0,0.0
BANKNIFTY,30-Sep-2025,58900,17.5,0.0,67.0,0.0
BANKNIFTY,28-Oct-2025,58900,0.0,0.0,0.0,0.0
BANKNIFTY,30-Sep-2025,59000,11.35,4601.65,9375.0,2136.0
BANKNIFTY,28-Oct-2025,59000,0.0,0.0,1.0,0.0
BANKNIFTY,25-Nov-2025,59000,0.0,0.0,0.0,0.0
BANKNIFTY,30-Sep-2025,59100,0.0,0.0,0.0,0.0
BANKNIFTY,28-Oct-2025,59100,0.0,0.0,0.0,0.0
BANKNIFTY,30-Sep-2025,59200,10.5,0.0,112.0,0.0
BANKNIFTY,28-Oct-2025,59200,0.0,0.0,0.0,0.0
BANKNIFTY,30-Sep-2025,59300,8.4,0.0,5.0,0.0
BANKNIFTY,28-Oct-2025,59300,0.0,0.0,0.0,0.0
BANKNIFTY,30-Sep-2025,59400,0.0,0.0,0.0,1.0
BANKNIFTY,28-Oct-2025,59400,0.0,0.0,0.0,0.0
BANKNIFTY,30-Sep-2025,59500,9.15,0.0,1206.0,13.0
BANKNIFTY,28-Oct-2025,59500,0.0,0.0,0.0,0.0
BANKNIFTY,25-Nov-2025,59500,0.0,0.0,0.0,0.0
BANKNIFTY,30-Sep-2025,59600,9.0,0.0,20.0,0.0
BANKNIFTY,28-Oct-2025,59600,0.0,0.0,3.0,0.0
BANKNIFTY,30-Sep-2025,59700,8.7,0.0,115.0,0.0
BANKNIFTY,28-Oct-2025,59700,0.0,0.0,0.0,0.0
BANKNIFTY,30-Sep-2025,59800,7.8,0.0,11.0,0.0
BANKNIFTY,28-Oct-2025,59800,0.0,0.0,0.0,0.0
BANKNIFTY,30-Sep-2025,59900,9.7,0.0,158.0,0.0
BANKNIFTY,28-Oct-2025,59900,0.0,0.0,0.0,0.0
BANKNIFTY,30-Sep-2025,60000,8.0,5570.0,10505.0,2584.0
BANKNIFTY,28-Oct-2025,60000,26.8,0.0,838.0,45.0
BANKNIFTY,25-Nov-2025,60000,0.0,0.0,0.0,0.0
BANKNIFTY,31-Mar-2026,60000,629.0,0.0,239.0,2.0
BANKNIFTY,30-Sep-2025,60100,7.8,0.0,12.0,0.0
BANKNIFTY,28-Oct-2025,60100,0.0,0.0,0.0,0.0
BANKNIFTY,30-Sep-2025,60200,7.55,0.0,13.0,51.0
BANKNIFTY,28-Oct-2025,60200,0.0,0.0,0.0,0.0
BANKNIFTY,30-Sep-2025,60300,7.5,0.0,36.0,3.0
BANKNIFTY,28-Oct-2025,60300,0.0,0.0,0.0,0.0
BANKNIFTY,30-Sep-2025,60400,8.15,0.0,83.0,0.0
BANKNIFTY,28-Oct-2025,60400,0.0,0.0,0.0,0.0
BANKNIFTY,30-Sep-2025,60500,6.95,0.0,259.0,13.0
